search_string,predict_under_code,line_no,similarity,filepath
"//NOT USED protected double[][] data = null;","protected String title, xAxisTitle, yAxisTitle;",56,0.8656716417910447,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/visualizers/LineGraph.java
"//TODO do this more efficiently","this.setThreadName(tn);",569,0.6,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/samplers/SampleResult.java
"// TODO - should this use setFirst() ?","}",410,0.8378378378378378,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/control/GenericController.java
""/*     *     * A Dom tree panel for to display response as tree view author <a     * href=""mailto:d.maung@mdl.com"">Dave Maung</a>      * TODO implement to find any nodes in the tree using TreePath.     *     */"","* href="mailto:d.maung@mdl.com">Dave Maung</a>",104,0.49760765550239233,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/visualizers/RenderAsXML.java
"// TODO: Does this method need to be public? It isn't currently // called outside of this class.","filePanel.setFilename(filename);",225,0.7938931297709924,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/visualizers/gui/AbstractVisualizer.java
""/*         * Does the system support UNC paths? If so, may need to fix them up         * later         */"","boolean usesUNC = OS_NAME_LC.startsWith("windows");// $NON-NLS-1$",81,0.8983050847457628,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/NewDriver.java
"// Not used","}",49,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/samplers/AbstractSampleSender.java
"// TODO should this be indeterminate? // TODO should this be indeterminate? //$NON-NLS-1$ //$NON-NLS-1$","None",None,None,None
"// hack to skip processing","}",171,0.6285714285714286,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/proxy/Proxy.java
"// TODO should we allow null for non-primitive types?","} else if (toType.isAssignableFrom(value.getClass())) {",43,0.9090909090909091,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/jorphan/org/apache/jorphan/util/Converter.java
"// TODO - not sure this is the best method","final HttpConnectionManager httpConnectionManager = client.getHttpConnectionManager();",1150,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC3Impl.java
"// TODO - is this needed?","return this;",262,0.5714285714285714,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/visualizers/SplineVisualizer.java
"// TODO - should we call start() and stop()?","@Override",138,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/jms/org/apache/jmeter/protocol/jms/sampler/SubscriberSampler.java
"// TODO: I believe the following code (to the end of the method) is // obsolete, // since NamePanel no longer seems to be the GUI for any component:","if (!(currentGui instanceof NamePanel)) {",48,0.6206896551724138,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/gui/action/EditCommand.java
"// Method is broken anyway","List urls);",106,0.4,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/reports/org/apache/jmeter/report/DataSet.java
"// TODO is this a sensible number? //$NON-NLS-1$","res.setResponseMessage("OK - no results");",456,0.7522935779816514,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/ldap/org/apache/jmeter/protocol/ldap/sampler/LDAPSampler.java
"// TODO work out how to search the XML pane","}",55,0.6938775510204082,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/visualizers/RenderAsXML.java
"// TODO is this sensible?","busy = true;",222,0.6268656716417911,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/mail/org/apache/jmeter/protocol/mail/sampler/MailReaderSampler.java
"// Should we return fragment as text, rather than text of fragment?","private final JCheckBox getFragment =",56,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/gui/XPathExtractorGui.java
""/*         * Not clear what can cause this ? conflicting versions perhaps         */"","@Override",201,0.9454545454545454,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/assertions/XMLSchemaAssertion.java
"//TODO replace with proper Exception // return with an error","return result;",127,0.5428571428571428,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/assertions/HTMLAssertion.java
"//TODO: validate contentType for reasonable types?","// NOTE: responseData encoding is server specific",286,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/XPathExtractor.java
""/*     * Mask values for TEST_TYPE TODO: remove either MATCH or CONTAINS - they     * are mutually exckusive     */"","private static final int MATCH = 1 << 0;",75,0.8163265306122449,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/assertions/ResponseAssertion.java
"// TODO ought to be a FileChooser ...","{",104,0.6382978723404256,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/java/org/apache/jmeter/protocol/java/control/gui/BeanShellSamplerGui.java
"// Allow JMeter to render frames (and relative images) // Must be done after setContentType [Why?]","results.getDocument().putProperty(Document.StreamDescriptionProperty, res.getURL());",91,0.7131782945736435,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/visualizers/RenderAsHTML.java
"// TODO - is this used? (apart from test code)","protected long calculateCurrentTarget(long currentTime) {",164,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/timers/ConstantThroughputTimer.java
"// TODO: should this be clearData()?","failureCount = 0;",262,0.6739130434782609,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/reporters/MailerModel.java
""/**     * Provide a description of this timer class.     *     * TODO: Is this ever used? I can't remember where. Remove if it isn't --     * TODO: or obtain text from bean's displayName or shortDescription.     *     * @return the description of this timer class.     */"","public String getDescription() {",58,0.19730941704035873,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/gui/action/template/Template.java
""/*             * Provide dummy implementations to suppress download and display of             * related resources: - FRAMEs - IMAGEs TODO create better dummy             * displays TODO suppress LINK somehow             */"","@Override",133,0.5603864734299517,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/visualizers/RenderAsHTML.java
"// TODO should this be JTLSAVER? Only seems to be called by MonitorHealthVisualzer","writer.write('\n');",369,0.8333333333333334,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/save/SaveService.java
"// TODO: Make the running indicator its own class instead of a JButton","runningIndicator = new JButton(stoppedIcon);",191,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/gui/MainFrame.java
"// If child of TransactionController is a ThroughputController and TPC does // not sample its children, then we will have this // TODO Should this be at warn level ?","log.warn("Could not fetch SamplePackage");",246,0.6467661691542289,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/control/TransactionController.java
"// $NON-NLS-1$ // so it agrees with above // TODO perhaps should share code with __time() function for this... // $NON-NLS-1$ $NON-NLS-2$ // $NON-NLS-1$ $NON-NLS-2$","JMeterUtils.setProperty("START.YMD",new SimpleDateFormat("yyyyMMdd").format(today));// $NON-NLS-1$ $NON-NLS-2$",351,0.5858585858585859,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/JMeter.java
"// Hack to allow automated tests to find when test has ended //transient boolean testEnded = false;","private JMeter parent;",214,0.7424242424242424,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/JMeter.java
"// TODO could these be done earlier (or just once?)","JMeterContext threadContext = getThreadContext();",241,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/control/TransactionController.java
"// Hack to resolve ModuleControllers in non GUI mode","SearchByClass<ReplaceableController> replaceableControllers = new SearchByClass<ReplaceableController>(ReplaceableController.class);",756,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/JMeter.java
"// add a system property so samplers can check to see if JMeter // is running in NonGui mode // $NON-NLS-1$ // TODO - why does it create a new instance?","System.setProperty(JMETER_NON_GUI, "true");// $NON-NLS-1$",711,0.5895953757225434,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/JMeter.java
"// Should we run a beanshell script on startup? // $NON-NLS-1$","String bshinit = JMeterUtils.getProperty("beanshell.init.file");// $NON-NLS-1$",450,0.8571428571428571,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/JMeter.java
""/*         * A little hack - add each listener to the start of the list - this         * ensures that the thread running the show is the first listener and         * can modify certain values before other listeners are called.         */"","iterationListeners.addFirst(lis);",385,0.4748858447488584,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/control/GenericController.java
"// TODO: move this to components -- the only reason why it's in core is because // it's used as a guinea pig by a couple of tests.","private static final long serialVersionUID = 240L;",26,0.7664670658682635,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/config/LoginConfig.java
"// TODO this bit of code needs to be tidied up // Unfortunately ModuleController is in components, not core // Bug 47165","if (item.getClass().getName().equals("org.apache.jmeter.control.ModuleController")){ // Bug 47165",912,0.5333333333333333,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/JMeter.java
"// TODO: This class looks a lot like ArgumentsPanel. What exactly is the // difference? Could they be combined? // Note: it seems that this class is not actually used ...","/** The table of configuration parameters. */",52,0.6,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/config/gui/SimpleConfigGui.java
"// TODO does not appear to be used","public static String decode(String s) {",31,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/functions/util/ArgumentDecoder.java
""/*         * Ensure that the sample variables are correctly initialised for each run.         * TODO is this the best way to do this? should it be done elsewhere ?         */"","SampleEvent.initSampleVariables();",308,0.6774193548387096,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/engine/StandardJMeterEngine.java
""/*             * Add fix for Deadlocks, see:             *              * See https://issues.apache.org/bugzilla/show_bug.cgi?id=48350            */"","File baseDirRelative = FileServer.getFileServer().getBaseDirRelative();",120,0.41739130434782606,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/engine/ClientJMeterEngine.java
"// Hack to allow external control","engine = this;",160,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/engine/StandardJMeterEngine.java
"// TODO - why use space?","char[] current = new char[1];",59,0.7037037037037037,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/engine/util/FunctionParser.java
"// TODO should this also clear isDynamic, rawParameters, permanentResults?","hasFunction = false;",182,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/engine/util/CompoundVariable.java
"// TODO should level be more than debug ?","if(log.isDebugEnabled()) {",108,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/engine/util/CompoundVariable.java
"// This is effectively the same as saver.toXML(Object, Writer) except we get to provide the DataHolder // Don't know why there is no method for this in the XStream class","JTLSAVER.marshal(evt.getResult(), new XppDriver().createWriter(writer), dh);",357,0.7665198237885462,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/save/SaveService.java
"// TODO fix up for Nimbus LAF","if (model.isEnabled()) {",312,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/gui/util/TristateCheckBox.java
""/** * FIXME Why is searchTF not getting focus correctly after having been setVisible(false) once */"","public class SearchTreeDialog extends JDialog implements ActionListener {",59,0.9575757575757575,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/gui/action/SearchTreeDialog.java
"// MenuBar related methods // TODO: Do we really need to have all these menubar methods duplicated // here? Perhaps we can make the menu bar accessible through GuiPackage?","* Specify whether or not the File|Load menu item should be enabled.",231,0.27710843373493976,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/gui/MainFrame.java
"// Hack to get full modifier value","return e.getKeyCode() == k.getKeyCode() && modifiersEx == k.getModifiers();",86,0.5,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/gui/action/KeyStrokes.java
""/*     * TODO consider removing this method, and providing method wrappers instead.     * This would allow the Gui package to do any additional clearups if required,     * as has been done with clearTestPlan()    */"","public JMeterTreeModel getTreeModel() {",485,0.5617021276595745,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/gui/GuiPackage.java
"//Maybe do nothing at all?","if (!getModel().isEnabled()) return;",169,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/gui/util/TristateCheckBox.java
""/*     * NOTUSED private void initButtonMap() { }     */"","private void init() {",73,0.9230769230769231,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/gui/util/ButtonPanel.java
"//avoid error in ant task tests (good way?)","guiInstance.setMenuItemToolbar(menuToolBar);",335,0.7659574468085106,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/gui/util/JMeterMenuBar.java
"// Does not appear to be used; called by MainFrame#setEditAddMenu() but that is not called","public void initialize() {",73,0.46464646464646464,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/threads/JMeterVariables.java
""/** * Aggregates sample results for use by the Statistical remote batch mode. * Samples are aggregated by the key defined by getKey(). * TODO: merge error count into parent class? */"","public class StatisticalSampleResult extends SampleResult implements",24,0.5767441860465117,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/samplers/StatisticalSampleResult.java
"// TODO should errors be thrown back through RMI?","private Object readResolve() throws ObjectStreamException{",149,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/samplers/DiskStoreSampleSender.java
""/*                 * JMeterTreeNode and TestBeanGUI are special GUI classes, and                 * aren't intended to be added to menus                 *                 * TODO: find a better way of checking this                 */"","if (name.endsWith("JMeterTreeNode") // $NON-NLS-1$",434,0.5955056179775281,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/gui/util/MenuFactory.java
"// not used","}",240,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/reporters/ResultSaver.java
"// TODO - perhaps save other items such as headers?","public class ResultSaver extends AbstractTestElement implements Serializable, SampleListener {",47,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/reporters/ResultSaver.java
"// TODO should class implement SampleListener?","private transient WeakReference<Visualizer> listener;",33,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/reporters/AbstractListenerElement.java
"// Settings; readResolve sets these from the server/client values as appropriate // TODO would be nice to make these final; not 100% sure volatile is needed as not changed after creation","private transient volatile int numSamplesThreshold;",76,0.6194690265486725,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/samplers/StatisticalSampleSender.java
"// should the samples be aggregated on thread name or thread group (default) ?","private static boolean KEY_ON_THREADNAME = JMeterUtils.getPropDefault("key_on_threadname", false);",54,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/samplers/StatisticalSampleSender.java
"// Make it easier to enter a tab (can use \<tab> but that is awkward)","dlm="\t";",311,0.8333333333333334,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/samplers/SampleSaveConfiguration.java
"// TODO turn into method?","public static final int SAVE_NO_ASSERTIONS = 0;",263,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/samplers/SampleSaveConfiguration.java
"// Does not appear to be used (yet)","public void initialize() {",73,0.9019607843137255,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/threads/JMeterVariables.java
"//@GuardedBy("sampleStore") TODO perhaps use ConcurrentHashMap ?","private final Map<String, StatisticalSampleResult> sampleTable = new HashMap<String, StatisticalSampleResult>();",73,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/samplers/StatisticalSampleSender.java
"//TODO clazz is probably always the same as testclass","}",83,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/save/converters/TestElementPropertyConverter.java
"// TODO - should this be restored?","}",291,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/save/CSVSaveService.java
"//TODO provide proper name?","result.setError(config.getAttributeAsBoolean(ERROR, false));",189,0.5161290322580645,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/save/OldSaveService.java
"// TODO: does it matter that an empty line will terminate the loop? // CSV output files should never contain empty lines, so probably // not // If so, then need to check whether the reader is at EOF","while ((parts = csvReadFile(dataReader, delim)).length != 0) {",158,0.5116279069767442,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/save/CSVSaveService.java
""/*     * TODO - convert to work more like upgrade.properties/NameUpdater.java     *     * Special processing is carried out for the Header Class The String     * property TestElement.name is converted to Header.name for example:     * <elementProp name=""User-Agent""     * elementType=""org.apache.jmeter.protocol.http.control.Header""> <stringProp     * name=""Header.value"">Mozilla%2F4.0+%28compatible%3B+MSIE+5.5%3B+Windows+98%29</stringProp>     * <stringProp name=""TestElement.name"">User-Agent</stringProp>     * </elementProp> becomes <elementProp name=""User-Agent""     * elementType=""org.apache.jmeter.protocol.http.control.Header""> <stringProp     * name=""Header.value"">Mozilla%2F4.0+%28compatible%3B+MSIE+5.5%3B+Windows+98%29</stringProp>     * <stringProp name=""Header.name"">User-Agent</stringProp> </elementProp>     */"","* <elementProp name="User-Agent"",87,0.15558343789209536,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/save/converters/TestElementPropertyConverter.java
""/*     * These must be set before reading/writing the XML. Rather a hack, but     * saves changing all the method calls to include an extra variable.     *     * AFAIK the variables should only be accessed from one thread, so no need to synchronize.     */"","private static String inVersion;",63,0.45849802371541504,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/save/converters/ConversionHelp.java
"// TODO: should this be restored?","}",312,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/save/CSVSaveService.java
"// TODO: not used - make private?","{",53,0.6506024096385542,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/samplers/RemoteListenerWrapper.java
"// TODO appears to duplicate the threadName field in SampleResult","private final String hostname;",76,0.7887323943661971,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/samplers/SampleEvent.java
"// Yuck: TIFFImageEncoder uses Error to report runtime problems","} catch (Error e) {",164,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/save/SaveGraphicsService.java
"// a check, just in case:","if (!acceptsOther && !isATag(text)) {",292,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/testbeans/gui/WrapperEditor.java
"// TODO is this the right thing to do?","if (getAddTimeStamp()) {",121,0.7792207792207793,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/reporters/ResultSaver.java
"// results.setResponseCode("???"); TODO what code should be set here?","results.setResponseMessage("Exception occured whilst executing System Call: " + ioe);",175,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/native/org/apache/jmeter/protocol/system/SystemSampler.java
"// TODO should this implement supportsCustomEditor() ?","/**",96,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/testbeans/gui/FieldStringEditor.java
"// Not used, as the <testResult> element is generated by the // ResultCollector class","* Read test results from JTL files and pass them to the visualiser directly.",69,0.819672131147541,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/save/converters/TestResultWrapperConverter.java
""/**     * Check if a string is a valid JMeter 'expression'.     * <p>     * The current implementation is very basic: it just accepts any string     * containing ""${"" as a valid expression. TODO: improve, but keep returning     * true for ""${}"".     */"","* containing "${" as a valid expression. TODO: improve, but keep returning",251,0.3574468085106383,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/testbeans/gui/WrapperEditor.java
"// TODO - use or remove","private int scrollerCount = 0;",154,0.5714285714285714,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/testbeans/gui/GenericTestBeanCustomizer.java
