search_string,predict_under_code,line_no,similarity,filepath
"// TODO find a better localization key","tabs.insertTab(localizationResources.getString("General1"), null,",102,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/editor/DefaultPolarPlotEditor.java
"// TODO:  this attribute should be transferred to the renderer state.","return this.lowerClip;",714,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/category/BarRenderer.java
"// FIXME: implement this, low priority","}",1732,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/fx/FXGraphics2D.java
"// FIXME: the XYItemRenderer interface doesn't specify the // getAnnotations() method but it should","if (r instanceof AbstractXYItemRenderer) {",4478,0.7445255474452555,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/XYPlot.java
"// defer argument checking...","writeChartAsPNG(out, chart, width, height, null);",137,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/ChartUtilities.java
"// calculate the adjusted data area taking into account the 3D effect... // this assumes that there is a 3D renderer, all this 3D effect is a // bit of an ugly hack...","CategoryPlot plot = (CategoryPlot) getPlot();",122,0.6224489795918368,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/axis/CategoryAxis3D.java
"// TODO:  add constructors for combinations of number and date formatters.","/**",130,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/labels/StandardXYZToolTipGenerator.java
"// TODO: move to plot state","/**",104,0.5176470588235295,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/CombinedRangeCategoryPlot.java
"// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...","boolean savedNotify = plot.isNotify();",2180,0.6040268456375839,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/ChartPanel.java
"// defer argument checking","writeChartAsPNG(out, chart, width, height, null);",137,0.9387755102040817,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/ChartUtilities.java
"//FIXME we should really assert a value here","* Replaces the chart's dataset and then checks that the new dataset is OK.",113,0.9428571428571428,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/tests/org/jfree/chart/GanttChartTest.java
"// TO DO:  these annotations only work with XYPlot, see if it is possible to // make ContourPlot a subclass of XYPlot (DG);","//        // draw the annotations...",684,0.7577639751552795,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/ContourPlot.java
"//FIXME we should really assert a value","}",113,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/tests/org/jfree/chart/GanttChartTest.java
"// not strictly necessary, since the // renderer set for the // parent plot is not used","Iterator iterator = this.subplots.iterator();",612,0.4222222222222222,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/CombinedRangeXYPlot.java
"// TODO : complete this","}",162,0.6785714285714286,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/block/ColumnArrangement.java
"// TODO: fix output when this flag is set to true","this.drawBorder = draw;",648,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/MeterPlot.java
"// TODO:  move the above to the plot state","/**",107,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/CombinedDomainCategoryPlot.java
"// FIXME:  this code means that it is not possible to use more than // one domain axis for the combined plots...","return getCategories();",614,0.7412587412587412,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/CombinedDomainCategoryPlot.java
"// end of workaround","g2.setStroke(outlineStroke);",664,0.9714285714285714,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/xy/XYAreaRenderer.java
"// TODO: could change this to itemFillPaint().  For backwards // compatibility, it might require a useFillPaint flag.","return getItemPaint(series, item);",312,0.6842105263157895,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/xy/XYBoxAndWhiskerRenderer.java
"// a redraw should NOT trigger another change event","BufferedImage image = new BufferedImage(200, 100,",149,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/tests/org/jfree/chart/plot/CombinedRangeXYPlotTest.java
"// unused in parent","}",475,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/xy/CyclicXYItemRenderer.java
"// TODO: In JFreeChart 1.2.0, put this method in the // CategoryItemRenderer interface","Range range = axis.getRange();",835,0.7350427350427351,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java
"// TODO: rotate the image when drawn with horizontal orientation?","g2.drawImage(this.image, (int) xx0, (int) Math.min(yy0, yy1),",278,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/annotations/XYDataImageAnnotation.java
"// TODO: implement this properly","return arrangeFN(container, g2, constraint);",266,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/block/FlowArrangement.java
"// FIXME: this should generate a series change event","}",113,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/data/xy/NormalizedMatrixSeries.java
"// CREATE ENTITIES // FIXME:  these methods should be defined","//    public boolean getItemCreateEntity(int series, int item);",1649,0.47761194029850745,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/category/CategoryItemRenderer.java
"// FIXME: the renderer interface doesn't have the drawDomainLine() // method, so we have to rely on the renderer being a subclass of // AbstractXYItemRenderer (which is lame)","if (r instanceof AbstractXYItemRenderer) {",3933,0.5658536585365853,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/XYPlot.java
"// FIXME: this attribute is not used - deprecate?","return this.labelFont;",245,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/CompassPlot.java
"// TODO: by coding the event with some information about what changed // in the dataset, we could make the recalculation of the interval // more efficient in some cases (for instance, if the change is // just an update to a y-value, then the x-interval doesn't need // updating)...","if (this.autoWidth) {",387,0.4,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/data/xy/IntervalXYDelegate.java
"// the method we want isn't in the CategoryItemRenderer // interface...","if (r instanceof AbstractCategoryItemRenderer) {",4004,0.8703703703703703,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/CategoryPlot.java
"// FIXME: what if value is null on next line?","rollingSumForPeriod += current.getValue().doubleValue();",206,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/data/time/MovingAverage.java
"// TODO:  this needs to move into the renderer state","/** The lower clip (axis) value for the axis. */",252,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/category/BarRenderer.java
"//TODO: implement this method properly","}",119,0.8607594936708861,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/labels/SymbolicXYItemLabelGenerator.java
"// hack to ensure the newly created swt fonts will be rendered with the // same height as the awt one","if (ensureSameSize) {",124,0.8345323741007195,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/swt/org/jfree/experimental/swt/SWTUtils.java
"// unused but must return something, so while we are at it...","return this.delegateSet.getGroup();",495,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/xy/CyclicXYItemRenderer.java
"// FIXME: perhaps we should clone the data list","return Collections.unmodifiableList(this.data);",268,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/data/time/TimeSeries.java
"// if we are rendering the values as percentages, we need to calculate // the total for the current item.  Unfortunately here we end up // repeating the calculation more times than is strictly necessary - // hopefully I'll come back to this and find a way to add the // total(s) to the renderer state.  The other problem is we implicitly // assume the dataset has no negative values...perhaps that can be // fixed too.","double total = 0.0;",271,0.2907268170426065,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/xy/StackedXYBarRenderer.java
"// Note: It would be nice to pre-calculate this per series","itemCount = highLowData.getItemCount(series);",710,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/xy/CandlestickRenderer.java
"// we assume that all other Paint instances implement equals() and // hashCode()...of course that might not be true, but what can we // do about it?","result = p.hashCode();",86,0.6292134831460674,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/HashUtilities.java
"// FIXME: use other fields too","return result;",699,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/title/LegendGraphic.java
"// all attributes are immutable, so we can just return the super.clone() // FIXME: in fact, the generator itself is immutable, so cloning is // not necessary","return super.clone();",163,0.6354166666666666,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/urls/StandardCategoryURLGenerator.java
"// here's a quirk - the API has been defined in terms of a plain // TimePeriod, which cannot make use of the timezone and locale // specified in the constructor...so we only do the time zone // pegging if the period is an instanceof RegularTimePeriod","if (period instanceof RegularTimePeriod) {",232,0.39215686274509803,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/data/time/TimeTableXYDataset.java
"// now handle specific plot types (and yes, I know this is some // really ugly code that has to be manually updated any time a new // plot type is added - I should have written something much cooler, // but I didn't and neither did anyone else).","if (plot instanceof PiePlot) {",1212,0.4112903225806452,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/StandardChartTheme.java
"// TODO: URLEncode?","String url = this.prefix;",134,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/urls/StandardXYURLGenerator.java
"// TODO Revert to SVN revision 2469 in JFreeChart 1.0.16 //      (MultipleGradientPaint's / JDK issues) // TODO THEN: change visibility of ALL darker(...) Methods EXCEPT //      darker(Paint) to private!","* Multiplier for the <code>darker</code> Methods.<br>",84,0.44339622641509435,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/util/PaintAlpha.java
"//TODO replace getSize by getBounds ?","ChartUtilities.saveChartAsPNG(new File(filename), this.chart,",803,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/swt/org/jfree/experimental/chart/swt/ChartComposite.java
"// TODO: check threshold","s.seriesPath.lineTo(x, y);",855,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/xy/StandardXYItemRenderer.java
"// FIXME: add setBaseItemURLGenerator(CategoryURLGenerator, boolean) ?","/**",1737,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/category/CategoryItemRenderer.java
"// FIXME: add setSeriesItemURLGenerator(int, CategoryURLGenerator, boolean)?","/**",1716,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/category/CategoryItemRenderer.java
"// now we handle some special cases - yes, UGLY code alert!","// BarRenderer",1581,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/StandardChartTheme.java
"// FIXME:  it probably makes sense to allocate an array of 256 Colors // and lazily populate this array...","return new Color(g, g, g, this.alpha);",171,0.7832167832167832,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/GrayPaintScale.java
"// TODO: need to fetch this from localised resources","}",345,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/MultiplePiePlot.java
"// FIXME: No getValueFormat() method?","/**",807,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/ThermometerPlot.java
"// here we could probably be a little faster by searching for both // indices simultaneously, but I'll look at that later if it seems // like it matters...","int i0 = findLiveItemsLowerBound(dataset, series, xLow, xHigh);",257,0.5966850828729282,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/RendererUtilities.java
"// TODO: complete this","}",162,0.6785714285714286,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/block/ColumnArrangement.java
"// FIXME: this attribute is never used - deprecate?","return this.labelType;",214,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/CompassPlot.java
"// FIXME: Clone the attributed string if it is not null","clone.shape = ShapeUtilities.clone(this.shape);",1105,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/LegendItem.java
"// report this?","}",304,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/data/jdbc/JDBCCategoryDataset.java
"// this may be obsolete (not used anywhere)","return (k / this.xValues.length);",489,0.7659574468085106,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/data/contour/DefaultContourDataset.java
"// TODO: is this a good idea?","}",405,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/data/jdbc/JDBCXYDataset.java
"/// a kludge to make everything work when no rows returned","if (this.rows.isEmpty()) {",360,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/data/jdbc/JDBCXYDataset.java
"//TODO: shift block down by half","}",384,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/block/FlowArrangement.java
"// FIXME better ask the renderer instead of DatasetUtilities","result = Range.combine(result,",1715,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/PolarPlot.java
"// TODO: implement the entity for the annotation","}",428,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/annotations/CategoryPointerAnnotation.java
"// needs to be improved !!!","shift = rectWidth * 0.20 / (seriesCount - 1);",420,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/category/LayeredBarRenderer.java
"// not used by plot","XYItemRenderer r0 = new XYLineAndShapeRenderer();",850,0.45454545454545453,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/tests/org/jfree/chart/plot/XYPlotTest.java
"// FIXME:  need a locale as well as a timezone","this(null, zone);",164,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/data/time/TimeSeriesCollection.java
"// TODO: For JFreeChart 1.2.0, this method should go in the //       ShapeUtilities class","return (x >= rect.getMinX() && x <= rect.getMaxX()",1795,0.8235294117647058,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java
"// we'll have to use the method in the interface, but // this doesn't have the paint and stroke settings...","r.drawRangeGridline(g2, this, axis, dataArea,",4013,0.6564885496183206,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/CategoryPlot.java
"// FIXME: Check that there isn't already a series with the same key","// add the series...",214,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/data/xy/MatrixSeriesCollection.java
"// I know it's bad to create object. better idea?","}",161,0.8,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/data/xy/MatrixSeriesCollection.java
"// FIXME: clone generator","return super.clone();",665,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/Crosshair.java
"// TODO: use a generator here","String description = label;",573,0.64,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/MultiplePiePlot.java
"// TODO: I think we need to make sure the keys are actually cloned, // whereas the paint instances are always immutable so they're OK","// whereas the stroke instances are always immutable so they're OK",175,0.6625766871165644,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/StrokeMap.java
"// FIXME: draw outliers","// add an entity for the item...",487,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/xy/XYBoxAndWhiskerRenderer.java
"// TODO: I think we need to make sure the keys are actually cloned, // whereas the stroke instances are always immutable so they're OK","return clone;",175,0.6585365853658537,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/StrokeMap.java
"// not implemented","}",1075,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/fx/FXGraphics2D.java
""/**     * Returns a string representing the week (e.g. ""Week 9, 2002"").     *     * TODO: look at internationalisation.     *     * @return A string representing the week.     */"","@Override",429,0.4,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/data/time/Week.java
"// FIXME: show a dialog with the error","}",311,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/fx/ChartViewer.java
"// TODO: draw the interval marker with a 3D effect","}",493,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/category/LineRenderer3D.java
"// TODO: add serialization support for images","}",106,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/tests/org/jfree/chart/title/ImageTitleTest.java
"// could make this configurable","/**",113,0.6,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/category/CategoryStepRenderer.java
"// TODO see if we need to apply some line color and style to the // axis traces","if (this.horizontalAxisTrace && area.x < this.verticalTraceLineX",1870,0.8928571428571429,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/swt/org/jfree/experimental/chart/swt/ChartComposite.java
"// FIXME:  implement this...","}",807,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/axis/PeriodAxis.java
""/** * An annotation that allows an image to be placed at some location on * an {@link XYPlot}. * * TODO:  implement serialization properly (image is not serializable). */"","* To support cloning charts, it is recommended that renderers implement both",117,0.2138364779874214,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/xy/XYItemRenderer.java
"// if not, check if there is a paint defined for the specified key","result = this.sectionPaintMap.getPaint(key);",918,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/PiePlot.java
"// RANGE / RANGE","RectangleConstraint c5 = new RectangleConstraint(",96,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/tests/org/jfree/chart/block/RectangleConstraintTest.java
"// height is OK, but width must be constrained","double w = constraint.getWidthRange().constrain(",335,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/block/GridArrangement.java
"// do we need to fill the buffer?","if (this.chartBuffer == null",1810,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/swt/org/jfree/experimental/chart/swt/ChartComposite.java
"// check that the clone doesn't share the same underlying arrays.","List values2 = new ArrayList();",244,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/tests/org/jfree/data/statistics/DefaultMultiValueCategoryDatasetTest.java
"// now replacing the dataset should update the axis range...","DefaultCategoryDataset dataset2 = new DefaultCategoryDataset();",238,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/tests/org/jfree/chart/axis/NumberAxisTest.java
"// minorTickCount","// minorTickLength",966,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/dial/StandardDialScale.java
"// create a dataset...","Number[][] data = new Integer[][]",112,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/tests/org/jfree/chart/StackedBarChartTest.java
"// check that the renderer has a corresponding dataset (it doesn't // matter if the dataset is null)","if (index >= getDatasetCount()) {",3996,0.8057553956834532,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/XYPlot.java
"// build first tab","TabItem item1 = new TabItem(tab, SWT.NONE);",110,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/swt/org/jfree/experimental/chart/swt/editor/SWTChartEditor.java
"/*Comparable k =*/","assertTrue(false);",165,0.6956521739130435,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/tests/org/jfree/data/DefaultKeyedValuesTest.java
"//row 2: background paint for the chart","new Label(general, SWT.NONE).setText(localizationResources.getString(",107,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/swt/org/jfree/experimental/chart/swt/editor/SWTOtherEditor.java
"// mercuryPaint","p1.setMercuryPaint(new GradientPaint(9.0f, 8.0f, Color.red,",135,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/tests/org/jfree/chart/plot/ThermometerPlotTest.java
"// period","a1.setPeriod(5);",85,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/tests/org/jfree/chart/axis/CyclicNumberAxisTest.java
"// should get IllegalArgumentException for negative index","boolean pass = false;",991,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/tests/org/jfree/chart/plot/CategoryPlotTest.java
"// create a legend, if requested...","if (createLegend) {",422,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/JFreeChart.java
"// Segment fromSegment = getSegment(from); // fromSegment.inc(); // Segment toSegment = getSegment(to); // toSegment.dec();","long start = Math.max(from, this.segmentStart);",1668,0.5135135135135135,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/axis/SegmentedTimeline.java
"// Dispose of any fonts we have created","if (SWTTitleEditor.this.font != null) {",178,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/swt/org/jfree/experimental/chart/swt/editor/SWTTitleEditor.java
"// CASE 1 : Comparing to another TimeSeriesDataPair object // -------------------------------------------------------","// --- Constants ---",73,0.30158730158730157,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/PolarChartPanel.java
"//empty cell // row 2","None",None,None,None
"// The following angle calc will ensure there isn't a top // vertical axis - this may be useful if you don't want any // given criteria to 'appear' move important than the // others.. //  + (getDirection().getFactor() //        * (cat + 0.5) * 360 / catCount);","// find the point at the appropriate distance end point",1284,0.3715415019762846,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/plot/SpiderWebPlot.java
"// Create the color-change dialog","ColorDialog dlg = new ColorDialog(getShell());",213,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/swt/org/jfree/experimental/chart/swt/editor/SWTTitleEditor.java
"// draw the item labels if there are any...","if (isItemLabelVisible(row, column)) {",330,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/category/CategoryStepRenderer.java
"// build second tab","TabItem item2 = new TabItem(tab, SWT.NONE);",116,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/swt/org/jfree/experimental/chart/swt/editor/SWTChartEditor.java
"// you can add a null list - it would have been better if this // required EMPTY_LIST","g1.addURLSeries(null);",145,0.8275862068965517,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/tests/org/jfree/chart/urls/CustomCategoryURLGeneratorTest.java
"// row 4","if (plot instanceof CategoryPlot) {",200,0.5,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/swt/org/jfree/experimental/chart/swt/editor/SWTPlotAppearanceEditor.java
"// check if previously colinear","if (b_colinear) {",661,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/xy/XYDifferenceRenderer.java
"// set the plot properties...","plot.setOutlinePaint(getOutlinePaint());",571,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/editor/DefaultPlotEditor.java
"// draw the standard deviation lines *before* the shapes (if they're // visible) - it looks better if the shape fill colour is different to // the line colour","Number sdv = statDataset.getStdDevValue(row, column);",269,0.6170212765957447,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/source/org/jfree/chart/renderer/category/StatisticalLineAndShapeRenderer.java
